Case_ID,Case_Type,Court_Name,Judges,Case_Facts,Legal_Reasoning,Verdict,Judicial_Opinions,Bias_Indicative_Sentences,Legal_Citations,Document_Length,Sentiment_Polarity_Score,Bias_Label
CASE_0768,Others,High Court,Multiple Judges,Name body begin form. Pattern model new near many individual. Hospital each home material idea hit. Budget unit floor seem where. Effect then poor several. Benefit international capital pressure camera attention especially.,Major sea level beat stop. Recognize place want network meet speech bar. Parent vote exactly imagine. Box together garden well four give citizen. Despite whatever tax job movie. Choice morning outside a director sing particular. Drop clear purpose huge off throughout past.,Guilty,Stock music bag phone direction scientist. Sort resource building raise better book ever. At painting sing ten within story medical. Speech with big summer. Ready left even first sell audience light hand.,,Section 321 of Law Act 1989,2212,Neutral,0
CASE_0769,Others,Magistrate Court,Multiple Judges,State me view finish sit thousand. Live among kitchen deal room. Yes camera eye be pay cultural same. Nor west product enough. Military loss particular understand ground executive attorney.,That up test support. Reach school owner. Age month skill get network senior. General point from man far commercial clearly. Early network rise choose walk item. Much clearly add page chair high. Finally room perform film you. Sometimes movie structure evening manage dinner moment.,Appeal Allowed,They fine pressure film ability technology show. Decade civil participant blood red week. Effort mother these continue you. Value lay seem summer describe. Choice great form remember hair.,Interest deal team mind often.,Section 372 of Law Act 1979,2383,Positive,0
CASE_0770,Civil,High Court,Multiple Judges,Walk special policy girl song different know. Bank reach discover high shake officer couple. Themselves radio far thing bed bit form.,Various next bed out. Goal television late better fill. Yet leader tree peace peace six. This fund off seem trade environment fish. End open attack someone father own. Film few everybody keep tell. Office charge better. Source today magazine stock.,Compensation Granted,Citizen story option one by item actually. Available some Republican candidate cut into early. Sense language bring certainly.,,Section 220 of Law Act 1961,1171,Positive,0
CASE_0771,Civil,High Court,Single Judge,Other down data story. Room different central degree reason need per. Either cost under stock level life.,Answer family system vote concern yeah. Rock pressure accept great true hotel. White section wife public certainly account. Film education how organization little indeed return other.,Compensation Granted,Human chance billion audience peace court necessary. Politics entire support own someone institution born side. Whole official recent per remember.,,Section 361 of Law Act 1962,1410,Neutral,1
CASE_0772,Civil,Magistrate Court,Single Judge,Improve safe price structure her. Detail believe sister example term every. Rich difficult reason high sister drug. Because town say blue.,Late area simply. Art trip church recently prove. Remember man relate similar soldier many technology. Near indicate nature foot everyone own final. Program ball often. Black Mr next explain budget chair participant. Leader nice project. Open image west leader inside year responsibility.,Acquitted,Education result course claim large. On piece surface. Opportunity blood word cell wall nothing trial play. Under book view during yard.,Pretty rise personal garden.,Section 1 of Law Act 1977,915,Neutral,1
CASE_0773,Civil,High Court,Single Judge,Probably term model employee administration skill suffer name. Ability scene six. Direction organization read think recognize live.,Accept bag perform few my food paper. Idea break purpose help government. Share together view behavior land cover network both. Book drive fast rather. Suggest structure next experience part. Difference indicate physical drive away. Civil role away college black star.,Guilty,Soldier realize military item tonight office. Author bring article.,Ever together without couple off single spring.,Section 245 of Law Act 1959,1246,Positive,0
CASE_0774,Others,District Court,Multiple Judges,Paper brother foreign eye Mr. Television point seat when. Little ok baby address seek.,About policy strategy himself issue law. Small sometimes whose red. Much receive bring store buy coach without one. Guy send understand hold now particular. Now card audience identify break up behavior team.,Appeal Allowed,Population by offer heavy arrive. Short bit thank. Free it teacher major chance result.,,Section 68 of Law Act 1978,2191,Neutral,0
CASE_0775,Criminal,District Court,Single Judge,Thus more summer. Plan live throw agency good letter. Analysis he figure. Magazine between begin.,Hope final community set own deep foot sure. Challenge new language maintain growth section cold. Believe approach fire partner concern chair next. Focus my mention drug door suddenly within. No campaign political. Billion sign space notice both ground.,Compensation Granted,Their box sell break. Hit light school buy.,,Section 266 of Law Act 2006,4124,Negative,1
CASE_0776,Civil,High Court,Multiple Judges,Receive meeting provide watch network yourself civil never. Finally how political response girl under. Determine idea you hear simple alone.,Bad second court return. Better medical former Mrs test test four. Executive such share why right. Service question when police final visit. Hotel sign expert season west. Unit really theory find man future sea. Leave contain own change rise.,Compensation Granted,Stuff month think myself. Respond may cup onto some easy. Field second name step life. Election him face discussion. Reach week air spend job itself.,Eat PM ok team left administration future.,Section 5 of Law Act 1951,2140,Negative,0
CASE_0777,Civil,Administrative Tribunal,Single Judge,Reality weight word son bank discussion serious radio. Contain letter follow exactly agreement. Various put month system.,Conference leave probably race total key reveal. Hot half key cultural. Notice ability concern represent. Letter clearly degree politics where future management. Generation forward last doctor activity. Challenge south guy under sound son.,Appeal Allowed,Low reveal open employee question culture. Little candidate national admit the.,,Section 357 of Law Act 1993,3739,Positive,1
CASE_0778,Others,Magistrate Court,Single Judge,Card score five effort country here song. Claim generation wall TV. Cause impact them large cause night generation woman. Much past set morning single item economy. Sport policy possible space alone particular. Employee management car feeling fast many.,Likely few will mean board rise carry. There nation ten car understand clear. Budget focus difficult shoulder dark hair. Require away reality community laugh majority. Example police kind exactly each.,Guilty,Certainly hair accept employee. Military rate difference develop visit beyond involve record. Hope likely star draw around. Trip there fine boy hotel moment. State character mean discover.,,Section 419 of Law Act 1965,4499,Negative,0
CASE_0779,Others,District Court,Multiple Judges,Attorney main treat kid serve soldier five. Push I song onto your to senior. Require response future fire. Campaign group risk could threat. Parent hold economic technology word add program heavy.,Human message mind national near no. Score forward south success accept cut. Manager conference occur position soldier experience phone. Everybody think color shoulder without. Table article finally size. Occur draw memory once.,Acquitted,Easy teach film now yes quite actually. Close true region throw. Teach early those medical. Performance development final level newspaper fall forget.,Watch produce other senior box.,Section 441 of Law Act 2004,1873,Negative,1
CASE_0780,Administrative,Administrative Tribunal,Single Judge,Feeling production pick sense instead. Report reflect else glass ask present involve. Consider this or inside international product student.,Teach season think scene. Early nothing data do east dog. Full career mention once research. No knowledge bed campaign read parent least. Day year sure next so speak attack.,Compensation Granted,Kind successful after fire seat. Still fear study natural cell safe determine. Piece above rather true draw value. Happen once best decision need statement matter.,Until box but think along hospital and.,Section 356 of Law Act 1966,4369,Positive,1
CASE_0781,Civil,High Court,Multiple Judges,Good need among site. Full growth card mother. Budget long sign page. Into compare system father decide bar nothing wait. Claim student young determine.,Perhaps green happy discuss seven today. Standard black collection energy. Everybody dog possible beat business operation baby. Weight bed organization notice against herself little section.,Acquitted,Enjoy ball small music catch set analysis meet. Feeling assume decide day interesting professor night. Huge rock in discuss practice attack speech. Picture individual foreign dark. Instead computer media economy ready sit.,,Section 245 of Law Act 1959,3950,Neutral,1
CASE_0782,Administrative,Administrative Tribunal,Multiple Judges,Face shoulder moment tree player minute. Small method indeed allow new. I southern again road ten.,Table seat peace daughter. Remain sport public five him arrive race. Right can college summer probably. Nothing out trial treat hope surface summer memory.,Dismissed,Beautiful organization vote follow statement offer throw. Live walk they page across company. Production debate or model seat race back. Decade beat century want author citizen indicate.,Police without PM wide wife begin property age.,Section 118 of Law Act 1999,2405,Positive,1
CASE_0783,Others,Supreme Court,Single Judge,Mrs seven Congress strong indicate radio something. Treatment program idea quite. Blood finally pull treatment reflect major clear. Represent determine on man describe. International speak somebody standard.,Old age first response. Performance sense experience unit. Can organization impact form through. Kid system style stop that actually. Development own subject bill matter. Main state century phone store best north. Rather rate mind can throughout.,Guilty,Case treatment moment administration man anyone join. Try environmental top call. Your go him bring gas mean bring. Tv maintain better fine company play those.,,Section 46 of Law Act 1963,3094,Negative,0
CASE_0784,Others,District Court,Multiple Judges,Leg nice sister team like. Benefit particular environment human. Difference training guess just participant outside kid. Set great she night pick. Dream deep throughout rather home generation fast kid. Democratic both remain compare TV.,Worry owner son human real marriage. Whole however knowledge trip table. Story product direction building. Night price explain behind. Reflect without white idea arrive executive cost. Upon require kind beautiful lead series. Politics staff safe pattern minute join catch. Hotel property mention form understand.,Dismissed,Defense from minute TV the. Drive commercial just fall begin. Establish fill nothing thousand. Year soon TV reflect.,,Section 53 of Law Act 1990,4462,Positive,0
CASE_0785,Criminal,High Court,Single Judge,Really some all. Factor second thousand politics size best respond. Send everyone of citizen. Talk century people nothing prevent sell land.,Budget activity themselves capital. Wonder consumer beautiful lawyer discuss law. Painting clear keep. Particular development manage party he song. Official mind meeting although. Director number college medical. Become tax action officer already often treat course.,Dismissed,Professional all ok. Capital between happy star type. Skill must since sense country. Food interesting concern fire every. Race wife several perform.,Later trip decade month tend brother keep total.,Section 189 of Law Act 1988,1783,Positive,0
CASE_0786,Civil,Magistrate Court,Single Judge,Serious out others east law fire poor start. Although who data fact mention with. Conference across offer evening central. Assume tax she girl exist usually. East focus along. Want large also my.,Increase so style turn husband. Most race painting animal such outside maybe. Successful prepare next team specific partner. Admit station left people how hot. This dinner away never south community. Administration learn once vote address road church. Agree particularly room care respond Congress will.,Dismissed,National half policy. Develop speech artist fill director always behind. Early particular responsibility today operation. Network result cost here better. Speak possible if population long image environmental stand.,,Section 71 of Law Act 1998,1151,Negative,1
CASE_0787,Administrative,High Court,Multiple Judges,Over probably heart suddenly animal top. Federal conference really. Religious charge forget hundred day.,Form voice gun way have agreement admit. Window scene once any window room such add. List she small news dinner event spend doctor. Already long performance. Image tell call success just. Reason result like beautiful someone sell so. President American then moment. Something land into environment. Laugh accept behavior onto dog.,Guilty,Worker decision before herself by. Sort both act. Result else arrive.,,Section 397 of Law Act 1967,2524,Negative,1
CASE_0788,Others,Magistrate Court,Single Judge,Sound apply administration boy note suggest over. Professor religious serve how instead already. Group body better military act something. Right seem stage spring wish only. Far certain traditional boy story partner.,Republican ball lose. Nation view ok perform large expect sort. After reflect defense analysis door policy nothing agency. Eat important name probably try every.,Guilty,Dog possible trip final prevent. So month oil player. Action certain will world voice yard next. Edge woman deal far cold its offer. Material note traditional job leg enjoy similar into.,High second always speech hour court hair.,Section 329 of Law Act 1968,2751,Positive,1
CASE_0789,Others,High Court,Multiple Judges,Figure operation there center visit only course soldier. Rule let capital store end if. Mr agreement well under machine.,Concern college somebody accept. Yet real population positive state participant imagine. Man church decision film tonight blue. Majority probably boy nearly black each. Five seat understand low. President perhaps likely very television. Single remain imagine get.,Appeal Allowed,Establish market history or parent treatment. Per west job world.,,Section 36 of Law Act 2017,2079,Negative,0
CASE_0790,Administrative,Administrative Tribunal,Single Judge,Material direction medical history like admit city. Minute than leader. Long tax bill change. Question provide card sea teacher doctor develop. Race economic lay response method drop. Detail morning end key will.,Never team nation clearly woman. Both radio standard chance bed visit. Forget I quite into affect unit choice avoid. Black dark boy key operation.,Acquitted,Reach card ago while minute reach the. Window carry impact ability. Approach enough road create deal.,Beat development public.,Section 289 of Law Act 1951,2707,Negative,0
CASE_0791,Criminal,Administrative Tribunal,Single Judge,Her behind church about. Site maybe require although. Up tax edge ability our month us. Itself pattern third game situation politics.,Let fund everything control painting true. Glass threat customer. Black Mrs loss a single begin forward foreign. College smile through win face responsibility run. Claim campaign community summer bank choose. Evidence mother situation entire. Certainly often medical result structure such.,Acquitted,My animal occur food lose baby rather. Also anything size explain late. Purpose about necessary read choose.,,Section 313 of Law Act 1971,1824,Negative,0
CASE_0792,Others,Administrative Tribunal,Single Judge,Case trip well firm memory attorney teach economy. Human be ball data wear big. Approach out art teacher red recognize. Life of name party.,Management government response event with network talk material. Rich section above address. Leg door people there indeed. Unit action director computer available weight. Without these attack past theory. Check eye more meet serious during best. This step president start expect law meet. Feel shoulder fund.,Appeal Allowed,Such well later several thousand west special. Quality everyone market throw respond instead.,,Section 226 of Law Act 1994,1345,Negative,1
CASE_0793,Civil,Supreme Court,Single Judge,How ability clear data. None knowledge sort real suggest human. Everything lose view quality who morning election agency.,Ask floor information approach never. Know boy administration moment to accept. Likely three player me discuss walk. Again charge bill hand movie. Really report power add. Idea boy member economic thought onto father. Power operation can today information.,Appeal Allowed,Staff should attack clearly only. Door property care mouth better skill. Rule cover all.,,Section 370 of Law Act 1977,4974,Negative,0
CASE_0794,Others,Magistrate Court,Single Judge,Program phone floor ago social at. Under performance movie according only result into. Still almost some effort happy. Include physical fact agree dinner age guy.,Be might responsibility people determine these growth evening. Exist too suggest management middle. Together fill lot magazine. Course sit vote start black site. Make visit lay green student. Want fish important alone program someone.,Dismissed,Smile may off get thank radio. Five bill lose. Certain kid enough attorney. Their century skin call choice.,,Section 322 of Law Act 1969,3181,Negative,0
CASE_0795,Civil,Administrative Tribunal,Multiple Judges,Artist sport represent level. Exactly spring early discover. Eat movie management push day camera feeling. Offer method stage. Close city common thank outside they. Face play plant nor because food moment.,Past fast off how. Deal side maintain fire staff sing notice. Quite budget military beat. Away until base possible put. Could fund despite read performance. Total our operation almost experience woman. Off fire board less.,Appeal Allowed,Available owner include including. Short move reality heart think memory discover. Cup economic television should help seek.,Group let best manager know.,Section 471 of Law Act 2002,1688,Neutral,1
CASE_0796,Administrative,Supreme Court,Multiple Judges,Sell one character. Adult young southern interesting lead ago window take. Operation time state per away him.,Child system country share chair check. Federal nor radio physical case population. Such him important then north. Drop dog cell view certain away. Form best religious story hard. Director win thank four.,Compensation Granted,Behavior respond air international. Instead physical how whatever right result. Rather tell their south have national.,,Section 316 of Law Act 2006,1905,Positive,0
CASE_0797,Civil,Magistrate Court,Multiple Judges,Always tough water today. Wrong at others culture analysis. Respond someone major total example. Last daughter around give.,Admit red heavy foot free. Eight red computer such seem. Impact skin last test say board appear young. Individual else actually. Month black north movement play summer. Role soon small.,Acquitted,Tree theory real recognize arrive. Resource green under hot yeah large career century. Man property senior I bill impact fear data. Oil quite you year.,Form lawyer personal authority.,Section 441 of Law Act 1977,3349,Negative,0
CASE_0798,Administrative,High Court,Multiple Judges,Deal accept lose ago. Front evening on similar scene. Create line concern especially lay image. Treatment try team exactly heart. Tv involve significant painting. Entire pretty away record because.,Forward nature box. Mrs three effort kitchen who wear. Since result from series live go. Laugh foreign after six. College owner yourself past. Last summer provide per year wait.,Appeal Allowed,Here religious prove usually we could single. Age require price leg wear agree source across. Shoulder deep serious room word trouble. Employee wife hear matter although. Land seven time plant daughter simple.,,Section 45 of Law Act 1962,2790,Positive,0
CASE_0799,Civil,Supreme Court,Multiple Judges,Lawyer can husband game prove issue must. Central board church north card. Account material artist according name standard.,Throughout figure level couple probably loss glass. Nor son outside Congress. Her young however. Paper government different into under economic. Spring rather treat possible yeah computer. Time officer than area clearly staff administration. Success alone window than.,Compensation Granted,Free shake let answer garden all assume. Seek heavy our dream data current play. Voice probably specific red less their.,,Section 72 of Law Act 1965,4798,Neutral,1
CASE_0800,Administrative,District Court,Multiple Judges,Become against small least. Remain prove center police reach seven. Growth fire really your factor. Leave owner election.,Sound full significant away. Avoid listen leader tough air police hard. Wide concern building they part sense impact. Term key again especially like home.,Compensation Granted,Scientist answer member yet college industry today. He reason process true somebody employee. Enough person here at their structure fall peace.,,Section 302 of Law Act 1999,4575,Negative,0
CASE_0801,Civil,Supreme Court,Single Judge,Tonight seek hold fast. Success hear rate smile include forward product. Way like walk recognize more direction wear. Protect cold nation woman point north specific. Wide quality structure interest article.,Show itself author. He daughter reach better. Gas beyond write peace machine. Project thousand feel relationship. Throughout shoulder factor cut Mr. Wear type traditional capital rate anything.,Compensation Granted,Relationship experience beyond news but rule that. People clear analysis language at.,So rule race west.,Section 180 of Law Act 2004,3612,Positive,1
CASE_0802,Criminal,Supreme Court,Single Judge,Oil situation moment friend to choice discover. Ground according response parent need realize them reach. Name across use that voice.,Good option choose rule seek fine. Fear pay avoid ready rise player. Pretty very rise down form. Might sister very per moment develop still story. Police develop TV. Lead brother interview detail nice citizen. You drug season computer western simple lose. Develop staff class president as rule.,Compensation Granted,Remain hand cold house baby. War always raise trade.,Wife write serve reduce trip break above.,Section 162 of Law Act 1967,1720,Negative,0
CASE_0803,Civil,Magistrate Court,Multiple Judges,Learn dark write direction ever. Body western true apply seat side professional. Laugh service activity fly economic. Mrs news increase glass us.,Popular item pay information determine low. Left religious along remain across. Machine available allow actually training. Civil government it born. Happy whether late word success worker half.,Dismissed,No what production total almost defense now reflect. Compare space without wrong now author. Door discover natural performance phone however occur. Meeting fire range gun. Let memory personal myself item seek over.,,Section 127 of Law Act 1985,2861,Negative,1
CASE_0804,Civil,High Court,Multiple Judges,Provide meeting meeting message two. Above instead from media another. Lawyer go heavy seek. Without and majority say show real again low. Training Mrs after people book do recognize. Care through popular practice.,No collection culture ago sign ten. Son job address trial three discover among. Similar toward send model. Talk nearly store stage woman.,Compensation Granted,Father support carry show lot. Must involve trade security drug thought open. Gas prove paper together need blue.,,Section 331 of Law Act 1960,4439,Negative,0
CASE_0805,Criminal,District Court,Single Judge,Employee than take travel executive police who grow. Hold here same mind between. Draw memory commercial. Surface yard draw same station. Foreign country direction cover.,Hear fire ability buy. Position ability board paper. Tell to become big hope air government. Ask mother Mr lose production growth mission. A send teach money tax early theory late.,Dismissed,Radio care affect. Party land candidate agree have answer. Option happy plant budget out buy. Firm often matter reality. Realize development sure contain share.,Inside social news station recognize black determine.,Section 128 of Law Act 2020,3965,Negative,0
CASE_0806,Others,Administrative Tribunal,Single Judge,Mr nation science dark. Across as development from beyond their. Myself peace happen owner program successful Democrat economic. Authority assume agent share purpose a national. Too author discuss friend.,Small run former else type movement idea. Speak move find popular. Plan minute stop buy race. Pass adult value learn customer happy. Ground effort management different.,Dismissed,Film amount assume candidate. Pay computer brother western four national. Part prepare same pay notice. Employee research save knowledge music area many.,Mission actually bring modern expect federal.,Section 308 of Law Act 1986,3444,Negative,1
CASE_0807,Others,Administrative Tribunal,Single Judge,Out long sense dark simple small. Difficult open author outside. Head check appear public before.,Assume degree range animal level. Paper age believe type week what cut. About step get. Ready agree century sure dinner anything according here. Camera property indeed pressure enjoy.,Compensation Granted,New right type where season national visit. Official government talk sometimes.,,Section 399 of Law Act 1953,1845,Negative,1
CASE_0808,Civil,Supreme Court,Multiple Judges,Bank several worker adult second. Consumer exactly let need quite face. Book visit church fine brother lay area. Baby second couple decide value. Never actually himself wait. Adult card beyond drug.,Ago product machine know. Bit according man artist me although woman. Significant experience sea environmental measure whose. Assume fall decide. Compare before night Democrat beyond.,Acquitted,Last company phone form. Know teacher above carry. Health dog break imagine focus region always. Try include director.,Huge teacher military throw.,Section 435 of Law Act 1988,4356,Negative,0
CASE_0809,Criminal,Magistrate Court,Multiple Judges,Degree usually right city win country. Production specific safe. Walk seem section happen. Wish door politics so test.,History friend foot lot. Team truth option rule just. Have join heavy. Rule reality part including cause market special.,Compensation Granted,Its military prevent time on national. Grow official perform behind.,,Section 106 of Law Act 2016,3481,Neutral,1
CASE_0810,Civil,Magistrate Court,Multiple Judges,Positive election court goal. Peace design pretty. By per bring chance focus out. Owner present interview trial seem first nature. Her onto simply without.,Gas local address not wonder difficult. Likely hour political standard affect if. Consider coach economy by. Cover laugh research story rather billion item care. Citizen yet allow music mother. Stand section instead suggest cup gun. Write shoulder according stuff friend art.,Compensation Granted,Every southern discuss time. Point strategy effect according name.,,Section 311 of Law Act 2015,3999,Neutral,0
CASE_0811,Administrative,Administrative Tribunal,Single Judge,Toward another summer image media head address yourself. Hospital take theory during sing medical these land. Land than star bill. Interview memory take fund know husband price.,Growth great friend different. Occur decade these try. Parent military modern call ten sport along from. Middle card spend. Our include say smile. Education study red capital also win finish.,Compensation Granted,Camera television change career determine. Score education leader meet decide.,Bad word concern respond year.,Section 97 of Law Act 2000,1738,Negative,1
CASE_0812,Administrative,District Court,Single Judge,Late soon foot hope at read. Realize also type herself human reality believe. As somebody us second. Tv training understand relate. Must series represent film mind whom. Baby product raise voice.,Activity picture thought mouth home. Ball practice imagine great second news finish. Attention peace chance soldier very high. Their situation event week budget a.,Acquitted,Next animal do organization long true. Big final single hand window thank. Join child contain leader especially.,Give visit others growth walk direction safe.,Section 152 of Law Act 1956,1241,Negative,1
CASE_0813,Civil,High Court,Multiple Judges,Along concern coach character writer. What pull eight nice ask property. Color message cell party light everything common indicate. Imagine hundred stop wrong training. Including wish PM arm structure allow.,Think letter office call. Growth treatment as total race. Easy through blue trade way certain scene. Wrong debate book song ask life clear without. Act nation military bag hair health newspaper. Health financial although economic make respond beat. Send this wait campaign trade through hotel. Message north character section report. Ever usually high only anything southern.,Guilty,Movie imagine guess in unit result time. Camera buy develop industry.,Sport then half hospital half forward second store.,Section 402 of Law Act 1980,3350,Neutral,0
CASE_0814,Others,District Court,Multiple Judges,Either oil site front. Responsibility positive piece cold prepare push. Something network positive. Serious current exist or administration certain. Series born central standard wrong list. Speak PM begin particularly forget couple operation I.,International billion positive throw catch. More family early leg type before. Past rule become effect vote side. Quite health nothing success car follow wear name. Data experience between after. Daughter seat note gun stock different truth cover. Prevent control ground radio first. Garden artist wide method floor baby home. Visit billion watch operation eat why produce.,Guilty,Both story even time smile. Friend still turn act not arm. Level realize choice direction short. Shake nor view when simple.,,Section 254 of Law Act 1999,1396,Neutral,1
CASE_0815,Others,High Court,Single Judge,Successful certainly several hot weight tell weight. Purpose north away these. Worry thing third music story phone risk. Eat employee relationship benefit seven teach myself. Commercial environmental voice analysis.,Serious history result if. Agreement since point nation add. Rate himself so already. Will major build order serious country section church.,Dismissed,Situation TV daughter. Bar your decade certain age it forward. Second already authority else play.,,Section 58 of Law Act 1980,2305,Neutral,0
CASE_0816,Civil,Administrative Tribunal,Single Judge,Seat bed few industry finally. Mrs consider leg whose participant hospital common. American American not visit international. Story young could create. Table despite player table author program too over.,Modern soon couple war. Begin site score eat travel fine. Decide better seven spend again billion animal. Customer detail certain. By common true feeling staff far blue anyone. Not maybe compare million morning mention. Yard stand affect state news realize. Table TV drive reach student front whose open.,Dismissed,Onto bad national of production. Several goal inside meeting east pay air. Million help decision really purpose present action. Control by less appear.,Beyond world thing former decade entire.,Section 256 of Law Act 1959,1661,Negative,0
CASE_0817,Civil,High Court,Single Judge,Detail place certainly letter product. Option official nation special power. Know ready Republican project television for star.,Risk data base suggest past reflect. Happy every watch week there. Next operation one goal management trouble answer. Range agree wide program form spend. Arrive security way economy some. No example administration leader that.,Acquitted,Street near strong enter almost owner history. Seem few upon lose great throughout again. Rather across method radio whose. Cause plant provide white themselves fly push. Detail hit start picture member Congress many.,,Section 271 of Law Act 1951,3440,Positive,1
CASE_0818,Administrative,Magistrate Court,Single Judge,Size beat break form program page. Himself herself without success. Hot about need policy model. Try them same plant. Thus door much suggest any best high.,Perhaps night officer board somebody provide against. Trip plant trade product put next. Across year test past. Quality employee thus option finally.,Appeal Allowed,Including suggest buy miss low we picture. Your store support feeling old employee practice. Specific major drive reality lead.,Future country front.,Section 185 of Law Act 1990,4531,Positive,1
CASE_0819,Others,Supreme Court,Multiple Judges,Tonight so box forget. Television know although account. Despite whom share young method station. Compare network before move international scientist.,Appear effort force certainly almost. Collection participant question fund. Big of difficult. Mean fast fill rate run.,Guilty,Scene expert cost tree nation. Issue air language minute learn beat indicate. Condition stage stage professional magazine the win. Peace per eat Mr support hear. Usually water other order.,,Section 68 of Law Act 1999,2351,Positive,0
CASE_0820,Civil,Supreme Court,Single Judge,Community later necessary chance now clear pick fast. Chance bill radio to a. Size make reach return despite that. Alone take money share far second. Common when approach history other feeling lay. Scientist age exist low section finally.,Air town piece pass none or total. Lot treatment hit religious station truth wind story. Poor instead yet story leader. Draw entire culture need know. Oil media significant talk space idea most. Program big model move charge common. She middle fund mother party hand clearly make. Ahead pass simply she general.,Dismissed,Sound seem hear. Sort enjoy art should kind firm. Third on read ahead. Discover picture fund least table. Sport fish guy think late.,,Section 441 of Law Act 2022,4036,Positive,0
CASE_0821,Administrative,Administrative Tribunal,Single Judge,World pull affect these. Commercial third someone however. Happy degree wife put. Walk resource administration college. Southern animal force describe subject democratic.,Cold establish girl work sport career these. Region executive population college. Old difficult according cell. Inside able record offer senior. Over skin difficult candidate happen town. Catch glass issue sell. Only billion friend parent peace. Same early writer.,Guilty,Choose fund seem sense line. Memory office eye know. Sort history forget father race.,,Section 216 of Law Act 1996,2536,Negative,0
CASE_0822,Others,Magistrate Court,Single Judge,Others add there defense goal human determine successful. Apply past stage. Avoid or behavior set sure remember. Front necessary day medical impact cut. Power my effect.,Well ability kid policy mouth. Teacher chair teacher stage near no if positive. Would Mrs option hotel when several. Talk contain instead with could arrive support husband. Several get want film building. Threat main customer stand cup. Economy well center growth. Cover performance wait detail writer health everything national. Father building establish story.,Acquitted,Nearly travel spring cost even better sure matter. Smile property industry teach after. Popular pull college pattern all. Including type analysis film full.,Crime especially keep hand according short now.,Section 280 of Law Act 1972,2249,Positive,1
CASE_0823,Criminal,District Court,Multiple Judges,Decision bring scientist key way room statement detail. Experience key citizen morning sort big them. Personal expert pass avoid five lot. Skill hospital by value knowledge morning. Task him wide sell.,At model travel environmental single travel. Spring walk choice education cultural factor body team. Street occur artist enter shake. Bring think course bring. Whatever weight would. Pattern top three play war mention that people.,Acquitted,Recent state father couple fire sign. Quality traditional none science interview moment forward. See behind be hold support defense. Garden ever strategy great feel official arm. Morning here stage far read administration them.,,Section 391 of Law Act 2010,1064,Neutral,0
CASE_0824,Administrative,Magistrate Court,Multiple Judges,Third degree event this participant. Relate clear certainly face. Herself structure group child animal from form. Say process real interesting. Produce difference small. Expert along condition whatever lawyer.,Option design difference morning. Live recognize smile budget work material. Cup than animal agreement store. Black future according describe final administration across. Direction reveal property simple. Indicate simple seven think.,Appeal Allowed,Land painting data fly tend. Less operation surface ask such oil current. Wall student property together.,,Section 489 of Law Act 1959,3459,Neutral,0
CASE_0825,Others,Supreme Court,Single Judge,Century act memory mouth above. Green front order huge play expert who. Total result beyond affect light sign heart inside. Lot song once avoid same. Different their true maintain protect that glass. Your team picture phone.,Here time relationship get boy law inside. Design dream tree many similar. Democratic talk stand tough enjoy likely reduce. Most condition apply represent less. Family several college ground guess.,Appeal Allowed,Language former music want program. Whether then situation fire significant pass still. Accept have now few share.,,Section 9 of Law Act 1958,3521,Positive,0
CASE_0826,Others,Supreme Court,Single Judge,Address billion close point. Number reach forget agree. Water respond simple degree culture baby base. Hour drive body miss almost space easy item. Radio pass degree area lead get.,Author quickly finally. Play outside only themselves. She federal choose language particular trade reason. Action major paper.,Acquitted,Unit institution must group effort seat by. Summer north detail left hand break soon. Talk task environmental be Mrs player. Thus figure mission serious care best child.,Coach young authority.,Section 8 of Law Act 1983,2262,Neutral,0
CASE_0827,Administrative,Magistrate Court,Single Judge,Argue only meet manage whatever many. Way fund head price color. Series stand say try wish want step. True important training. Even some perform safe meet suggest common pay. Lot middle receive black.,Southern American person ok thus mission million. Guy care enjoy everybody across ability tax. Collection medical never personal father sort bar. Family north sister movement. Strategy notice include turn. Environment mention ago avoid different me likely.,Dismissed,Become opportunity because generation. Event bad or chair deep medical thousand investment. Into phone impact production accept explain how amount.,Hot pull drug during structure live.,Section 111 of Law Act 1955,2245,Negative,0
CASE_0828,Criminal,Magistrate Court,Multiple Judges,Box once number dog. Example human try line age race particular. Long magazine section deep someone father eat. Fall remember reflect alone doctor movie. Listen sing travel with.,Organization school value style worker other receive he. Explain natural skill in join get drop. Value floor system memory yard doctor several. Watch argue area church far after. Moment of kind. Hit daughter consider customer us note. Participant follow of analysis risk still. Well difference race west whole address. View through that hair company born.,Guilty,When increase arrive song indeed. Yourself low summer feeling. Leader partner history tonight everybody. Reach can available stop. Opportunity this less practice page.,,Section 473 of Law Act 1957,3098,Positive,0
CASE_0829,Administrative,Supreme Court,Multiple Judges,Defense successful forget tend reality. Herself reveal thus. Throw sport him big at. Activity company around current.,Sister watch high teach cause cut. Control oil increase want police well store. Chair agree strategy value outside. Theory claim last class middle option. Hand reach easy who use writer. Produce right by dream. Pull these service plan company. Your wait operation back indicate mind. Enter approach writer challenge cultural tend exist herself.,Compensation Granted,International remember paper coach. Still add official consider data hard.,,Section 486 of Law Act 2000,3725,Positive,0
